,N_RAYS,zeniths,M_PARABOLA,RHO_PARABOLA,ALPHA_TUBE,arr_N_ABS_TUBE,arr_N_ABS_TROUGH,arr_N_ABS_GROUND,arr_N_ABS_SKY,arr_N_REF_TUBE,arr_N_REF_TROUGH,arr_N_SCATTERS,arr_mean_SCATTERS,arr_std_SCATTERS,arr_N_ABSORPTIONS,arr_mean_ABSORPTIONS,arr_std_ABSORPTIONS,arr_E_TOTAL,arr_E_TUBE,arr_flux_TUBE,arr_mean_lambda_TUBE,arr_std_lambda_TUBE,arr_E_TROUGH,arr_flux_TROUGH,arr_E_GROUND,arr_E_SKY,arr_mean_lambda_SKY,arr_std_lambda_SKY,arr_TIME
11,10000.0,0.1655157365194714,0.06,0.96,0.94,0.6003,0.0376,0.153,0.2091,364.0,9322.0,6076.0,0.6076,1.2774135659769135,401.0,0.0401,0.2104671462294393,3.072446022918952e-18,1.4851654513724484e-18,3188.2482724198694,1.0710388629590155,0.7706199041232121,8.83835315886742e-20,25.044565688608525,6.111805614265555e-19,8.877164785312739e-19,0.5937429983660126,0.41201960843371527,3.7069168191821205e-25
12,10000.0,0.1655157365194714,0.06,0.94,1.0,0.6177,0.0533,0.1314,0.1976,0.0,8693.0,5886.0,0.5886,1.2304070180810147,373.0,0.0373,0.20423731610097312,3.0569685911216074e-18,1.5283849530871001e-18,3297.640694338192,1.064486905658815,0.7712768726505563,1.2819929705218115e-19,36.510777635561006,5.181105904819645e-19,8.822737505003614e-19,0.547934927963279,0.4372590998010401,3.6882432438550545e-25
13,10000.0,0.1655157365194714,0.06,0.94,0.98,0.6073,0.0569,0.1387,0.1971,116.0,9026.0,5866.0,0.5866,1.235092298291318,367.0,0.0367,0.20089088011796719,3.0390380997491805e-18,1.4958568570567768e-18,3246.5003112774034,1.0754394372766758,0.794168894078654,1.4211207877486743e-19,40.71188988313191,5.5193862686575055e-19,8.491305370517862e-19,0.5764359733149106,0.4164450776834296,3.666610043613671e-25
14,10000.0,0.1655157365194714,0.06,0.94,0.96,0.5912,0.0599,0.1383,0.2106,232.0,9085.0,5848.0,0.5848,1.2362693056853018,394.0,0.0394,0.20797106817180042,3.0668457890218684e-18,1.4583853106072617e-18,3136.4755003203422,1.06311017276048,0.7622828015146679,1.4993638529329873e-19,42.5639097323175,5.582913971403929e-19,9.00232695980915e-19,0.601010349565287,0.4693220469493321,3.7001601174957128e-25
15,10000.0,0.1655157365194714,0.06,0.94,0.94,0.5833,0.0599,0.1493,0.2075,379.0,9220.0,5768.0,0.5768,1.2047601025475856,387.0,0.0387,0.20641359126052167,3.053500183333373e-18,1.442445816373046e-18,3115.753668465459,1.0792002743753784,0.8278368006417433,1.4641583954024038e-19,41.74615943178447,5.881496996838562e-19,8.764888277362302e-19,0.6030057695883333,0.45869638939875995,3.684058597788018e-25
16,10000.0,0.1655157365194714,0.033,1.0,1.0,0.6739,0.0,0.1298,0.1963,0.0,9262.0,5777.0,0.5777,1.2201276905136265,398.0,0.0398,0.21265108052442344,3.0518223216384565e-18,1.6653967577623814e-18,3581.2572501113254,1.0763089176500023,0.8118280206500638,0.0,0.0,5.295409450143388e-19,8.568846188617362e-19,0.5622150176223225,0.40404186014658644,3.7006016001623365e-25
17,10000.0,0.1655157365194714,0.033,1.0,0.98,0.667,0.0,0.1378,0.1952,139.0,9451.0,6013.0,0.6013,1.3179954556834101,402.0,0.0402,0.21491528297886542,3.0421613790790134e-18,1.6443203825754606e-18,3547.163774678376,1.0677802969893386,0.7869362376481789,0.0,0.0,5.551299690627439e-19,8.427110274408087e-19,0.5964595715064916,0.5386840962669386,3.68888686197425e-25
18,10000.0,0.1655157365194714,0.033,1.0,0.96,0.6506,0.0,0.144,0.2054,263.0,9464.0,5902.0,0.5902,1.209218830906177,377.0,0.0377,0.20070560100263118,3.070394388915422e-18,1.6107713212956365e-18,3442.8394749814242,1.0615216969482442,0.7790897591396239,0.0,0.0,5.785167881163911e-19,8.81106279503394e-19,0.5943696215688716,0.48212952336405657,3.7231218567959412e-25
19,10000.0,0.1655157365194714,0.033,1.0,0.94,0.6275,0.0,0.1521,0.2204,378.0,9589.0,6090.0,0.609,1.25198871703173,420.0,0.042,0.21363652322673116,3.0831275140402934e-18,1.5537645711275759e-18,3307.2785671614274,1.0738925753558926,0.7949730725450046,0.0,0.0,6.0847026742250795e-19,9.2089267549021e-19,0.6371439281534941,0.5649650173409503,3.738561885161311e-25
20,10000.0,0.1655157365194714,0.033,0.98,1.0,0.658,0.019,0.1324,0.1906,0.0,8931.0,5901.0,0.5901,1.2846194046103578,396.0,0.0396,0.2098481442004252,3.024202444425792e-18,1.603462113435463e-18,3479.5645029291954,1.0826005758949433,0.8019739482664103,4.685483043081827e-20,13.421016738964873,5.393964374376349e-19,8.34489063121876e-19,0.5730452059454061,0.4732367466595861,3.667110082296185e-25
21,10000.0,0.1655157365194714,0.033,0.98,0.98,0.6454,0.0182,0.1355,0.2009,131.0,9127.0,5803.0,0.5803,1.2200412944142538,368.0,0.0368,0.19962400901318822,3.049926133406151e-18,1.6008654703280821e-18,3444.6298834676595,1.061392922168106,0.7825465143519245,4.4322392071855353e-20,12.588551981075128,5.337992881630249e-19,8.709389828431887e-19,0.5863831058769129,0.4888104109385775,3.698302306013747e-25
22,10000.0,0.1655157365194714,0.033,0.98,0.96,0.6329,0.02,0.1394,0.2077,221.0,9165.0,6015.0,0.6015,1.2514209345522167,407.0,0.0407,0.21412168224979214,3.06891611569305e-18,1.5621491363995865e-18,3340.5234453548032,1.0675727799694843,0.7920687307377297,5.078860674866237e-20,14.335841447392234,5.463410364272848e-19,9.096373361175165e-19,0.5777335719317562,0.4658497340887433,3.7213293211645585e-25
23,10000.0,0.1655157365194714,0.033,0.98,0.94,0.6173,0.0233,0.1446,0.2148,401.0,9206.0,6135.0,0.6135,1.3371224849107748,438.0,0.0438,0.2183719959904733,3.056829599942933e-18,1.5191923720073747e-18,3261.5090651099686,1.071103863913196,0.7723795278201637,5.91070790521097e-20,16.74982120377341,5.734816907722446e-19,9.050484581112042e-19,0.6193463117120346,0.5589177666657329,3.7066733632445512e-25
24,10000.0,0.1655157365194714,0.033,0.96,1.0,0.6398,0.0382,0.1288,0.1932,0.0,8811.0,5922.0,0.5922,1.2704568336061661,368.0,0.0368,0.20211344582807558,3.030141122549305e-18,1.5589466926826816e-18,3376.3344383815715,1.0787446901495705,0.7805167247930541,9.638803889583856e-20,27.555113010880188,5.315227753698787e-19,8.432836156009062e-19,0.5892287082364215,0.5306938902382841,3.6743112491566865e-25
25,10000.0,0.1655157365194714,0.033,0.96,0.98,0.6309,0.0377,0.1295,0.2019,123.0,9012.0,5630.0,0.563,1.20473073241026,396.0,0.0396,0.20453856262905593,3.068645062008572e-18,1.5769614712129236e-18,3372.496233722013,1.054177952855159,0.7989540352169379,9.528473595299813e-20,26.89791298032074,5.198820378726722e-19,8.765168169699787e-19,0.5810700080896782,0.44037104981673725,3.721000644854867e-25
26,10000.0,0.1655157365194714,0.033,0.96,0.96,0.6094,0.0355,0.1434,0.2117,234.0,8812.0,5855.0,0.5855,1.2087331606212177,432.0,0.0432,0.2105663644065261,3.052098359556873e-18,1.5012022414911522e-18,3227.8825766868654,1.0715435987400175,0.7904324994059477,8.773541305261541e-20,24.90108709063871,5.600401545898988e-19,9.031205504232066e-19,0.6135329838080156,0.5348154333466533,3.7009363202917997e-25
27,10000.0,0.1655157365194714,0.033,0.96,0.94,0.598,0.0356,0.1489,0.2175,410.0,9238.0,6017.0,0.6017,1.2517243272298968,420.0,0.042,0.2150363319590581,3.0745665459985737e-18,1.46734562653447e-18,3132.027549725735,1.0715252368583241,0.7508255863534082,8.715365741443953e-20,24.55520856821409,5.896494835430781e-19,9.304177785065859e-19,0.5995546196147916,0.5165494320741382,3.7281809623239954e-25
28,10000.0,0.1655157365194714,0.033,0.94,1.0,0.6123,0.0583,0.1295,0.1999,0.0,8429.0,5904.0,0.5904,1.2398312619690697,391.0,0.0391,0.20487895826256508,3.0717798455440244e-18,1.5105566765120327e-18,3227.1859275228085,1.0605049929502781,0.7531895820696475,1.4556295733750113e-19,41.04901037119289,5.353880098794583e-19,8.802722018150327e-19,0.5664606194093371,0.45126256420833616,3.7248018441859046e-25
29,10000.0,0.1655157365194714,0.033,0.94,0.98,0.604,0.0586,0.1376,0.1998,136.0,8474.0,5852.0,0.5852,1.2503988602565876,376.0,0.0376,0.20147034280484807,3.0376717337285713e-18,1.4719586253177884e-18,3180.034353875074,1.0802732650277955,0.7900351084955631,1.4255985885643396e-19,40.65353584257642,5.540343612629106e-19,8.69118888291438e-19,0.5760218847432854,0.442872177415913,3.683442774141808e-25
30,10000.0,0.1655157365194714,0.033,0.94,0.96,0.5998,0.0583,0.1406,0.2013,233.0,8602.0,5902.0,0.5902,1.2512475862323191,398.0,0.0398,0.2145240360803554,3.0405251595957816e-18,1.4712881714894186e-18,3175.602907606977,1.08010638863596,0.7999255331261291,1.4794607086934054e-19,42.1499187601673,5.611061564925119e-19,8.601847607445106e-19,0.6048750772031379,0.5490978375627186,3.6869028026812395e-25
